"synonym","species"
"Celtis_soyauxii","Celtis_zenkeri"
"Cenchrus_pauciflorus","Cenchrus_incertus"
"Centaurea_americana","Centaurea_melitensis"
"Centaurea_maculosa","Centaurea_subulata"
"Centaurium_spicatum","Schenkia_spicata"
"Ceratocephala_orthoceras","Ceratocephala_testiculata"
"Ceratoides_arborescens","Krascheninnikovia_arborescens"
"Ceratolimon_rechingeri","Ceratolimon_migiurtinum"
"Ceriops_candolleana","Ceriops_decandra"
"Cervantesia_colombiana","Acanthosyris_glabrata"
"Chaetachme_microcarpa","Chaetachme_aristata"
"Chamaecytisus_purpureus","Cytisus_purpureus"
"Chamaedorea_sullivaniorum","Chamaedorea_pumila"
"Chamaedorea_tenella","Chamaedorea_geonomiformis"
"Chamaenerion_angustifolium","Epilobium_dodonaei"
"Chamaerops_excelsa","Rhapis_excelsa"
"Chamaerops_fortunei","Trachycarpus_fortunei"
"Charybdis_aphylla","Drimia_aphylla"
"Charybdis_hesperia","Drimia_hesperia"
"Chasmanthe_peglerae","Chasmanthe_aethiopica"
"Chassalia_parviflora","Chassalia_kolly"
"Chenoleoides_tomentosa","Bassia_tomentosa"
"Chenopodium_ambrosioides","Dysphania_ambrosioides"
"Chenopodium_aristatum","Dysphania_aristata"
"Chenopodium_botrys","Dysphania_botrys"
"Chenopodium_cristatum","Dysphania_cristata"
"Chionachne_koenigii","Chionachne_gigantea"
"Chionanthus_domingensis","Chionanthus_ligustrinus"
"Chione_seminervis","Colleteria_seminervis"
"Chionohebe_densifolia","Veronica_densifolia"
"Chisocheton_divergens","Chisocheton_patens"
"Chisocheton_macrothyrsus","Chisocheton_ceramicus"
"Chisocheton_rigidus","Dysoxylum_rigidum"
"Chisocheton_schumannii","Chisocheton_lasiocarpus"
"Chisocheton_tetrapetalus","Chisocheton_patens"
"Chloraea_gaudichaudii","Chloraea_fonkii"
"Chloris_acicularis","Enteropogon_acicularis"
"Chloris_retusa","Eustachys_retusa"
"Chloris_scariosa","Oxychloris_scariosa"
"Chloroleucon_vinhatico","Chloroleucon_dumosum"
"Chlorophora_regia","Milicia_regia"
"Chomelia_barbellata","Chomelia_tenuiflora"
"Chondroscaphe_fimbriata","Chondroscaphe_flaveola"
"Chondroscaphe_laevis","Chondroscaphe_bicolor"
"Chorisia_crispiflora","Ceiba_crispiflora"
"Chorisia_insignis","Ceiba_insignis"
"Chorisia_integrifolia","Ceiba_insignis"
"Choulettia_reboudiana","Plocama_reboudiana"
"Christensonella_minuta","Christensonella_pumila"
"Chrysalidocarpus_lutescens","Dypsis_lutescens"
"Chrysanthemum_cinerariifolium","Tanacetum_cinerariifolium"
"Chrysochlamys_membranacea","Tovomitopsis_membranacea"
"Chrysocycnis_schlimii","Mormolyca_schlimii"
"Chrysophyllum_antilogum","Niemeyera_antiloga"
"Chrysophyllum_glomeruliferum","Englerophytum_oblanceolatum"
"Chrysophyllum_intermedium","Niemeyera_intermedia"
"Chrysophyllum_kilimandscharicum","Englerophytum_natalense"
"Chrysophyllum_ulei","Ecclinusa_ulei"
"Chrysothamnus_albidus","Ericameria_albida"
"Chrysothamnus_paniculatus","Ericameria_paniculata"
"Chrysothamnus_teretifolius","Ericameria_teretifolia"
"Cimicifuga_brachycarpa","Actaea_brachycarpa"
"Cimicifuga_heracleifolia","Actaea_heracleifolia"
"Cimicifuga_yunnanensis","Actaea_yunnanensis"
"Cinnamomum_aromaticum","Cinnamomum_verum"
"Cinnamomum_cecidodaphne","Cinnamomum_glaucescens"
"Cinnamomum_cinnamomifolium","Cinnamomum_triplinerve"
"Cinnamomum_inunctum","Cinnamomum_parthenoxylon"
"Cinnamomum_koordersii","Cinnamomum_trichophyllum"
"Cinnamomum_leptopus","Cinnamomum_verum"
"Cinnamomum_obtusifolium","Cinnamomum_bejolghota"
"Cinnamomum_randaiense","Cinnamomum_subavenium"
"Cinnamomum_ridleyi","Cinnamomum_subavenium"
"Cinnamomum_velutinum","Cinnamomum_scortechinii"
"Cipura_latifolia","Eleutherine_latifolia"
"Cissus_pseudosicyoides","Cissus_fuliginea"
"Cistanthe_mucronulata","Calandrinia_mucronulata"
"Citronella_brassii","Citronella_suaveolens"
"Citrosma_grandiflora","Siparuna_grandiflora"
"Cladopus_austrosatsumensis","Cladopus_doianus"
"Cleidion_prealtum","Conceveiba_prealta"
"Cleistocalyx_conspersipunctatus","Syzygium_conspersipunctatum"
"Cleistocalyx_ellipticus","Syzygium_seemannii"
"Cleistocalyx_eugenioides","Syzygium_eugenioides"
"Cleistocalyx_gustavioides","Syzygium_gustavioides"
"Cleistocalyx_longiflorus","Syzygium_seemannii"
"Cleistopholis_grandiflora","Cleistopholis_glauca"
"Cleome_hassleriana","Cleome_houtteana"
"Clethra_galeottiana","Clethra_hartwegii"
"Clethra_hondurensis","Clethra_occidentalis"
"Clethra_integerrima","Clethra_occidentalis"
"Clethra_macrophylla","Clethra_occidentalis"
"Clibadium_alatum","Clibadium_laxum"
"Clusia_krugiana","Clusia_clusioides"
"Clytostoma_binatum","Bignonia_binata"
"Clytostoma_campanulatum","Bignonia_campanulata"
"Clytostoma_uleanum","Bignonia_uleana"
"Cnidoscolus_phyllacanthus","Cnidoscolus_quercifolius"
"Cochlearia_armoracia","Armoracia_rusticana"
"Cochlospermum_gossypium","Cochlospermum_religiosum"
"Cocos_campestris","Syagrus_flexuosa"
"Codonanthe_digna","Codonanthe_devosiana"
"Coelogyne_dayana","Coelogyne_pulverula"
"Colubrina_papuana","Emmenosperma_papuanum"
"Colubrina_reclinata","Colubrina_elliptica"
"Colutea_istria","Colutea_abyssinica"
"Combretodendron_macrocarpum","Petersianthus_macrocarpus"
"Combretum_fragrans","Combretum_adenogonium"
"Commicarpus_africanus","Boerhavia_africana"
"Commicarpus_scandens","Boerhavia_scandens"
"Comocladia_engleriana","Comocladia_macrophylla"
"Condalia_obtusifolia","Zizyphus_obtusifolia"
"Condylago_rodrigoi","Stelis_rodrigoi"
"Conomorpha_peruviana","Cybianthus_peruvianus"
"Copaifera_palustris","Pseudosindora_palustris"
"Coprosma_astonii","Coprosma_cuneata"
"Cordia_hebeclada","Cordia_panamensis"
"Cordia_hintonii","Cordia_salvadorensis"
"Cordia_macrostachya","Cordia_curassavica"
"Cordia_scabrida","Cordia_exaltata"
"Cordia_viridis","Cordia_sericicalyx"
"Coreopsis_nuecensoides","Coreopsis_nuecensis"
"Coriaria_sinica","Coriaria_nepalensis"
"Coridothymus_capitatus","Thymbra_capitata"
"Cornus_paucinervis","Cornus_quinquinervis"
"Coronopus_didymus","Lepidium_didymum"
"Coronopus_squamatus","Lepidium_coronopus"
"Corymbia_dolichocarpa","Corymbia_clarksoniana"
"Corymbia_opaca","Corymbia_terminalis"
"Corymbia_tumescens","Corymbia_terminalis"
"Corynocarpus_australasicus","Corynocarpus_cribbianus"
"Corypha_australis","Livistona_australis"
"Costularia_natalensis","Tetraria_natalensis"
"Costus_congestiflorus","Chamaecostus_congestiflorus"
"Costus_curcumoides","Chamaecostus_curcumoides"
"Costus_fusiformis","Chamaecostus_fusiformis"
"Costus_globosus","Cheilocostus_globosus"
"Costus_speciosus","Cheilocostus_speciosus"
"Costus_warmingii","Chamaecostus_subsessilis"
"Cotinus_americanus","Cotinus_obovatus"
"Cotula_plumosa","Leptinella_plumosa"
"Cotylelobium_malayanum","Cotylelobium_lanceolatum"
"Couepia_villosa","Couepia_parillo"
"Coumarouna_odorata","Dipteryx_odorata"
"Couratari_panamensis","Couratari_guianensis"
"Couratari_pulchra","Couratari_guianensis"
"Coursetia_arborea","Coursetia_ferruginea"
"Coussapoa_schottii","Coussapoa_microcarpa"
"Coussarea_racemosa","Coussarea_albescens"
"Cowania_mexicana","Purshia_mexicana"
"Craspedia_chrysantha","Pycnosorus_eremaeus"
"Crassocephalum_mannii","Solanecio_mannii"
"Craterispermum_brachynematum","Craterispermum_cerinanthum"
"Cratoxylum_ligustrinum","Cratoxylum_cochinchinense"
"Crinum_yemense","Crinum_album"
"Crocosmia_latifolia","Crocosmia_crocosmiiflora"
"Croton_laevifolius","Croton_oblongus"
"Croton_lundellii","Croton_oerstedianus"
"Croton_oblongifolius","Chrozophora_oblongifolia"
"Croton_rhamnifolius","Croton_heliotropiifolius"
"Croton_xanthochloros","Croton_megalodendron"
"Crudia_obliqua","Crudia_glaberrima"
"Cryosophila_albida","Cryosophila_williamsii"
"Cubanthus_umbelliformis","Euphorbia_umbelliformis"
"Cucumella_bryoniifolia","Cucumis_bryoniifolius"
"Culcitium_nivale","Senecio_nivalis"
"Culcitium_reflexum","Lasiocephalus_ovatus"
"Cullenia_ceylanica","Durio_ceylanicus"
"Cupania_lucens","Akania_bidwillii"
"Cupania_macrophylla","Talisia_macrophylla"
"Cupania_sylvatica","Matayba_sylvatica"
"Curculigo_capitulata","Molineria_capitulata"
"Curcuma_wenyujin","Curcuma_aromatica"
"Curtisia_faginea","Curtisia_dentata"
"Cyanella_capensis","Cyanella_hyacinthoides"
"Cyathocalyx_bancanus","Cyathocalyx_ramuliflorus"
"Cyathodes_empetrifolia","Androstoma_empetrifolia"
"Cycas_arnhemica","Cycas_angulata"
"Cycas_badensis","Cycas_angulata"
"Cycas_basaltica","Cycas_normanbyana"
"Cycas_brunnea","Cycas_angulata"
"Cycas_canalis","Cycas_lanepoolei"
"Cycas_chamberlainii","Cycas_riuminiana"
"Cycas_conferta","Cycas_lanepoolei"
"Cycas_couttsiana","Cycas_angulata"
"Cycas_desolata","Cycas_angulata"
"Cycas_hainanensis","Cycas_taiwaniana"
"Cycas_litoralis","Cycas_edentata"
"Cycas_ophiolitica","Cycas_angulata"
"Cycas_orientis","Cycas_angulata"
"Cycas_platyphylla","Cycas_angulata"
"Cycas_semota","Cycas_angulata"
"Cycas_tuckeri","Cycas_angulata"
"Cycas_xipholepis","Cycas_lanepoolei"
"Cycas_yorkiana","Cycas_angulata"
"Cyclobalanopsis_championii","Quercus_championii"
"Cyclobalanopsis_gilva","Quercus_gilva"
"Cyclobalanopsis_glaucoides","Quercus_schottkyana"
"Cyclobalanopsis_gracilis","Quercus_ciliaris"
"Cyclobalanopsis_nubium","Quercus_sessilifolia"
"Cyclobalanopsis_tiaoloshanica","Quercus_tiaoloshanica"
"Cyclopia_subternata","Cyclopia_falcata"
"Cydonia_japonica","Chaenomeles_japonica"
"Cydonia_vulgaris","Cydonia_oblonga"
"Cymbidium_giganteum","Cymbidium_iridioides"
"Cymbidium_marginatum","Brasiliorchis_gracilis"
"Cymbonotus_lawsonianus","Cymbonotus_preissianus"
"Cymophora_venezuelensis","Tridax_venezuelensis"
"Cymophyllus_fraseri","Cymophyllus_fraserianus"
"Cynanchum_lancifolium","Leptadenia_lancifolia"
"Cynodon_arcuatus","Cynodon_radiatus"
"Cynometra_mimosoides","Cynometra_iripa"
"Cyperus_bipartitus","Pycreus_bipartitus"
"Cyperus_brevifolioides","Kyllinga_gracillima"
"Cyperus_diandrus","Pycreus_diander"
"Cyperus_ferax","Cyperus_haematodes"
"Cyperus_filicinus","Pycreus_filicinus"
"Cyphomandra_sciadostylis","Solanum_sciadostylis"
"Cyphomandra_tenuisetosa","Solanum_tenuisetosum"
"Cyrtandromoea_acuminata","Cyrtandromoea_subsessilis"
"Cyrtanthus_parviflorus","Cyrtanthus_brachyscyphus"
"Cyrtochiloides_cardiochila","Cyrtochiloides_ochmatochila"
"Dacrydium_bidwillii","Halocarpus_bidwillii"
"Dacrydium_biforme","Halocarpus_biformis"
"Dacrydium_colensoi","Manoao_colensoi"
"Dacrydium_intermedium","Lepidothamnus_intermedius"
"Dacrydium_kirkii","Halocarpus_kirkii"
"Dacrydium_laxifolium","Lepidothamnus_laxifolius"
"Dacryodes_yangambiensis","Dacryodes_osika"
"Dalbergia_glauca","Dalbergia_obtusifolia"
"Danthonia_caespitosa","Rytidosperma_caespitosum"
"Danthonia_longifolia","Rytidosperma_longifolium"
"Danthonia_paradoxa","Plinthanthesis_paradoxa"
"Danthonia_schneideri","Danthonia_cumminsii"
"Danthonia_subulata","Rytidosperma_subulatum"
"Decaisnea_fargesii","Decaisnea_insignis"
"Dehaasia_curtisii","Dehaasia_pauciflora"
"Dehaasia_elliptica","Dehaasia_polyneura"
"Dehaasia_microcarpa","Dehaasia_incrassata"
"Dehaasia_nigrescens","Alseodaphne_nigrescens"
"Dehaasia_triandra","Dehaasia_incrassata"
"Deidamia_clematoides","Efulensia_clematoides"
"Delavaya_toxocarpa","Delavaya_yunnanensis"
"Dendrobium_aggregatum","Maxillaria_aggregata"
"Dendrobium_officinale","Dendrobium_catenatum"
"Dendrobium_primulinum","Dendrobium_polyanthum"
"Dendropanax_stenodontus","Dendropanax_arboreus"
"Dentaria_diphylla","Cardamine_diphylla"
"Derris_amazonica","Lonchocarpus_negrensis"
"Derris_rariflora","Deguelia_rariflora"
"Derris_spruceana","Deguelia_spruceana"
"Desbordesia_glaucescens","Desbordesia_insignis"
"Desbordesia_pierreana","Desbordesia_insignis"
"Desmodium_caudatum","Ohwia_caudata"
"Deyeuxia_scaberula","Calamagrostis_austroscaberula"
"Dialium_kingii","Dialium_platysepalum"
"Dialium_maingayi","Dialium_platysepalum"
"Dialium_modestum","Uittienia_modesta"
"Dialium_wallichii","Dialium_platysepalum"
"Dicentra_chrysantha","Ehrendorferia_chrysantha"
"Dicentra_spectabilis","Lamprocapnos_spectabilis"
"Dichanthelium_koolauense","Panicum_koolauense"
"Dicliptera_coerulea","Dicliptera_pubescens"
"Didymocarpus_fimbrisepalus","Chirita_fimbrisepala"
"Didymopanax_macrocarpus","Schefflera_macrocarpa"
"Dierama_davyi","Dierama_insigne"
"Dierama_longiflorum","Dierama_pulcherrimum"
"Dierama_palustre","Dierama_latifolium"
"Dierama_pansum","Dierama_igneum"
"Dierama_rupestre","Dierama_insigne"
"Dillenia_grandifolia","Dillenia_ovata"
"Dioscorea_adenocarpa","Dioscorea_ovata"
"Dioscorea_apurimacensis","Dioscorea_acanthogene"
"Dioscorea_cayenensis","Dioscorea_minutiflora"
"Dioscorea_elephantopus","Dioscorea_elephantipes"
"Dioscorea_persimilis","Dioscorea_hamiltonii"
"Dioscorea_triphylla","Dioscorea_dumetorum"
"Diospyros_amazonica","Diospyros_subrotata"
"Diospyros_atropurpurea","Diospyros_dendo"
"Diospyros_bantamensis","Diospyros_areolata"
"Diospyros_beccarii","Diospyros_sumatrana"
"Diospyros_blancoi","Diospyros_discolor"
"Diospyros_brachiata","Diospyros_dictyoneura"
"Diospyros_clavigera","Diospyros_sumatrana"
"Diospyros_cuneata","Diospyros_tetrasperma"
"Diospyros_curraniopsis","Diospyros_curranii"
"Diospyros_dajakensis","Diospyros_ridleyi"
"Diospyros_densa","Diospyros_caudisepala"
"Diospyros_durionoides","Diospyros_discolor"
"Diospyros_ebenaster","Diospyros_ebenum"
"Diospyros_egbert-walkeri","Diospyros_vera"
"Diospyros_geminata","Diospyros_vera"
"Diospyros_kuroiwai","Diospyros_japonica"
"Diospyros_littorea","Diospyros_vera"
"Diospyros_malam","Diospyros_areolata"
"Diospyros_martinii","Diospyros_ropourea"
"Diospyros_mollifolia","Diospyros_dumetorum"
"Diospyros_paraoesi","Diospyros_simaloerensis"
"Diospyros_pavonii","Diospyros_artanthifolia"
"Diospyros_retrofracta","Diospyros_bejaudii"
"Diospyros_rubra","Diospyros_defectrix"
"Diospyros_toposia","Diospyros_racemosa"
"Diospyros_toposioides","Diospyros_racemosa"
"Diospyros_xanthochlamys","Diospyros_physocalycina"
"Dipelta_ventricosa","Dipelta_yunnanensis"
"Diplospora_polysperma","Discospermum_polyspermum"
"Dipodium_punctatum","Dipodium_squamatum"
"Dipteranthus_grandiflorus","Zygostates_grandiflora"
"Dipterocarpus_apterus","Dipterocarpus_elongatus"
"Dipterocarpus_pseudofagineus","Dipterocarpus_fagineus"
"Dipterocarpus_vernicifluus","Dipterocarpus_gracilis"
"Dipteryx_ferrea","Dipteryx_micrantha"
"Dipteryx_panamensis","Dipteryx_oleifera"
"Discaria_discolor","Discaria_chacaye"
"Discophora_panamensis","Discophora_guianensis"
"Disporum_lanuginosum","Prosartes_lanuginosa"
"Disporum_maculatum","Prosartes_maculata"
"Disporum_trachycarpum","Prosartes_trachycarpa"
"Distictis_frutescens","Amphilophium_frutescens"
"Dombeya_mukole","Dombeya_kirkii"
"Domingoa_kienastii","Encyclia_kienastii"
"Domohinea_perrieri","Tannodia_perrieri"
"Douglasia_beringensis","Androsace_beringensis"
"Dracontomelon_mangiferum","Dracontomelon_dao"
"Dracontomelon_puberulum","Dracontomelon_dao"
"Dracunculus_muscivorus","Helicodiceros_muscivorus"
"Drimys_piperita","Tasmannia_piperita"
"Drosera_esmeraldae","Drosera_biflora"
"Drosera_felix","Drosera_kaieteurensis"
"Dryandra_patens","Dryandra_hewardiana"
"Drymophloeus_beguinii","Drymophloeus_litigiosus"
"Dryobalanops_aromatica","Dryobalanops_sumatrensis"
"Drypetes_arborescens","Sibangea_arborescens"
"Drypetes_bordenii","Drypetes_longifolia"
"Drypetes_formosana","Putranjiva_formosana"
"Drypetes_gigantifolia","Drypetes_pendula"
"Drypetes_macrophylla","Drypetes_longifolia"
"Drypetes_matsumurae","Putranjiva_matsumurae"
"Drypetes_roxburghii","Putranjiva_roxburghii"
"Dugandiodendron_mahechae","Magnolia_mahechae"
"Duvigneaudia_inopinata","Gymnanthes_inopinata"
"Dyckia_hilaireana","Dyckia_saxatilis"
"Dysoxylum_binectariferum","Dysoxylum_gotadhora"
"Dysoxylum_decandrum","Dysoxylum_gaudichaudianum"
"Dysoxylum_kusukusuense","Dysoxylum_hongkongense"
"Dysoxylum_undulatum","Dysoxylum_rugulosum"
"Echinodorus_tenellus","Helanthium_tenellum"
"Echinopepon_paniculatus","Echinopepon_wrightii"
"Echinosophora_koreensis","Sophora_koreensis"
"Echites_turriger","Echites_yucatanensis"
"Edgeworthia_chrysantha","Edgeworthia_tomentosa"
"Edmundoa_lindenii","Canistrum_fragrans"
"Edmundoa_perplexa","Canistrum_perplexum"
"Ehrharta_cartilaginea","Ehrharta_capensis"
"Eichhornia_meyeri","Eichhornia_paniculata"
"Elaeocarpus_alpestris","Elaeocarpus_arfakensis"
"Elaeocarpus_robustus","Elaeocarpus_tectorius"
"Elaeocarpus_sphaericus","Elaeocarpus_serratus"
"Elaeodendron_cunninghamii","Cassine_cunninghamii"
"Elaeodendron_curtipendulum","Cassine_curtipendula"
"Elaeodendron_glaucum","Gymnosporia_heterophylla"
"Elaeodendron_melanocarpum","Cassine_melanocarpa"
"Elaeodendron_orientale","Cassine_orientalis"
"Elaeodendron_transvaalense","Cassine_transvaalensis"
"Elaeodendron_vitiense","Cassine_vitiensis"
"Elaeodendron_xylocarpum","Schoepfia_obovata"
"Eleocharis_capitata","Eleocharis_minuta"
"Eleutherococcus_malayanus","Gamblea_malayana"
"Eleutherococcus_sciadophylloides","Chengiopanax_sciadophylloides"
"Elmerrillia_ovalis","Magnolia_vrieseana"
"Elymus_caput-medusae","Cenchrus_biflorus"
"Elymus_glaucescens","Elymus_magellanicus"
"Elytranthe_hollrungii","Decaisnina_hollrungii"
"Elytraria_crenata","Elytraria_cubana"
"Elytropappus_rhinocerotis","Dicerothamnus_rhinocerotis"
"Embothrium_mucronatum","Oreocallis_grandiflora"
"Enantia_chlorantha","Annickia_chlorantha"
"Encholirium_inerme","Encholirium_scrutor"
"Encyclia_aromatica","Encyclia_incumbens"
"Endlicheria_endlicheriopsis","Endlicheria_canescens"
"Endospermum_malaccense","Endospermum_diadenum"
"Engelhardia_pterocarpa","Oreomunnea_pterocarpa"
"Enneapogon_glaber","Enneapogon_purpurascens"
"Entandrophragma_deiningeri","Entandrophragma_excelsum"
"Enterospermum_coriaceum","Coptosperma_cymosum"
"Epistylium_glaucescens","Phyllanthus_pulcher"
"Ercilla_volubilis","Ercilla_spicata"
"Eremium_erianthum","Leymus_erianthus"
"Eremocitrus_glauca","Citrus_glauca"
"Eremostachys_laciniata","Eremostachys_loasifolia"
"Erica_campanulata","Erica_campanularis"
"Erodium_deserti","Erodium_touchyanum"
"Erythrochiton_carinatus","Toxosiphon_carinatus"
"Erythropalum_populifolium","Erythropalum_scandens"
"Erythroxylum_lucidum","Erythroxylum_moonii"
"Erythroxylum_multiflorum","Erythroxylum_skutchii"
"Eschweilera_blanchetiana","Eschweilera_ovata"
"Eschweilera_fracta","Eschweilera_grandiflora"
"Eschweilera_grandifolia","Eschweilera_coriacea"
"Eschweilera_grata","Eschweilera_parviflora"
"Eschweilera_krukovii","Eschweilera_parvifolia"
"Eschweilera_longipes","Eschweilera_pedicellata"
"Eschweilera_odora","Eschweilera_coriacea"
"Eschweilera_pittieri","Eschweilera_reversa"
"Eschweilera_romeu-cardosoi","Eschweilera_truncata"
"Eschweilera_timbuchensis","Eschweilera_parvifolia"
"Eschweilera_trinitensis","Eschweilera_tenax"
"Eucalyptus_bleeseri","Corymbia_bleeseri"
"Eucalyptus_bunites","Corymbia_bunites"
"Eucalyptus_calophylla","Corymbia_calophylla"
"Eucalyptus_clavigera","Corymbia_clavigera"
"Eucalyptus_confertiflora","Corymbia_confertiflora"
"Eucalyptus_eximia","Corymbia_eximia"
"Eucalyptus_gummifera","Corymbia_gummifera"
"Eucalyptus_haematoxylon","Corymbia_haematoxylon"
"Eucalyptus_intermedia","Corymbia_intermedia"
"Eucalyptus_jacobsiana","Corymbia_jacobsiana"
"Eucalyptus_leucophylla","Eucalyptus_argillacea"
"Eucalyptus_maculata","Corymbia_maculata"
"Eucalyptus_nesophila","Corymbia_nesophila"
"Eucalyptus_nitida","Eucalyptus_ambigua"
"Eucalyptus_papuana","Corymbia_papuana"
"Eucalyptus_pilligaensis","Eucalyptus_woollsiana"
"Eucalyptus_porrecta","Corymbia_porrecta"
"Eucalyptus_terminalis","Corymbia_terminalis"
"Eucalyptus_torelliana","Corymbia_torelliana"
"Eucalyptus_xanthope","Corymbia_xanthope"
"Eucryphia_glutinosa","Eucryphia_cordifolia"
"Eugenia_acutangula","Syzygium_acutangulum"
"Eugenia_aggregata","Syzygium_phillyreifolium"
"Eugenia_alternifolia","Syzygium_alternifolium"
"Eugenia_anisosepala","Syzygium_anisosepalum"
"Eugenia_caryophyllata","Syzygium_aromaticum"
"Eugenia_caryophyllus","Syzygium_aromaticum"
"Eugenia_caudata","Syzygium_urophyllum"
"Eugenia_cerina","Syzygium_incarnatum"
"Eugenia_coloradoensis","Eugenia_florida"
"Eugenia_cumingiana","Syzygium_acuminatissimum"
"Eugenia_decipiens","Syzygium_decipiens"
"Eugenia_densiflora","Syzygium_pycnanthum"
"Eugenia_duthieana","Syzygium_duthieanum"
"Eugenia_dyeriana","Syzygium_dyerianum"
"Eugenia_fastigiata","Syzygium_fastigiatum"
"Eugenia_feijoi","Eugenia_moschata"
"Eugenia_filiformis","Eugenia_confusa"
"Eugenia_goniocalyx","Syzygium_cameronum"
"Eugenia_grata","Syzygium_antisepticum"
"Eugenia_griffithii","Syzygium_griffithii"
"Eugenia_helferi","Syzygium_helferi"
"Eugenia_jamboloides","Syzygium_racemosum"
"Eugenia_koordersiana","Syzygium_koordersianum"
"Eugenia_kunstleri","Syzygium_kunstleri"
"Eugenia_kuranda","Syzygium_kuranda"
"Eugenia_lepidocarpa","Syzygium_palembanicum"
"Eugenia_leptostemon","Syzygium_leptostemon"
"Eugenia_longiflora","Syzygium_lineatum"
"Eugenia_maire","Syzygium_maire"
"Eugenia_mato","Myrcianthes_mato"
"Eugenia_muelleri","Syzygium_muelleri"
"Eugenia_muricata","Eugenia_patens"
"Eugenia_nitidula","Syzygium_nitidulum"
"Eugenia_obovata","Eugenia_excelsa"
"Eugenia_ochneocarpa","Syzygium_oligomyrum"
"Eugenia_pachyphylla","Syzygium_pachyphyllum"
"Eugenia_palembanica","Syzygium_palembanicum"
"Eugenia_papillosa","Syzygium_papillosum"
"Eugenia_parkeri","Syzygium_parkeri"
"Eugenia_pendens","Syzygium_pendens"
"Eugenia_polita","Syzygium_politum"
"Eugenia_ridleyi","Syzygium_ridleyi"
"Eugenia_rubens","Syzygium_rubens"
"Eugenia_salictoides","Syzygium_salictoides"
"Eugenia_sandakanensis","Syzygium_leptostemon"
"Eugenia_scalarinervis","Syzygium_scalarinerve"
"Eugenia_sexangulata","Syzygium_sexangulatum"
"Eugenia_stapfiana","Syzygium_stapfianum"
"Eugenia_suborbicularis","Syzygium_suborbiculare"
"Eugenia_syzygioides","Syzygium_syzygioides"
"Eugenia_virgultosa","Eugenia_grisebachii"
"Eugenia_zollingeriana","Syzygium_zollingerianum"
"Eulalia_fulva","Eulalia_aurea"
"Euodia_aromatica","Melicope_lunu-ankenda"
"Euodia_bonwickii","Melicope_bonwickii"
"Euodia_elleryana","Melicope_elleryana"
"Euodia_erythrococca","Melicope_erythrococca"
"Euodia_lunu-ankenda","Melicope_lunu-ankenda"
"Euodia_micrococca","Melicope_micrococca"
"Euodia_officinalis","Tetradium_ruticarpum"
"Euodia_roxburghiana","Melicope_lunu-ankenda"
"Euodia_trichopetala","Melicope_trichopetala"
"Euonymus_javanicus","Euonymus_indicus"
"Euonymus_linearifolius","Euonymus_yunnanensis"
"Eupatorium_galeottii","Koanophyllon_pittieri"
"Eupatorium_gaudichaudianum","Grazielia_gaudichaudeana"
"Eupatorium_parviflorum","Mikania_parviflora"
"Eupatorium_resinifluum","Ageratina_resiniflua"
"Eupatorium_saltense","Kaunia_saltensis"
"Eurya_mexicana","Freziera_mexicana"
"Eusideroxylon_melagangai","Potoxylon_melagangai"
"Excentrodendron_hsienmu","Burretiodendron_hsienmu"
"Excoecaria_virgata","Shirakiopsis_virgata"
"Fagopyrum_cymosum","Fagopyrum_acutatum"
"Fagraea_cambagei","Fagraea_gracilipes"
"Fagraea_fagraeacea","Fagraea_gracilipes"
"Fagraea_speciosa","Fagraea_elliptica"
"Faramea_stenura","Faramea_glandulosa"
"Femeniasia_balearica","Carthamus_balearicus"
"Ferolia_corymbosa","Maranthes_corymbosa"
"Ficus_capensis","Ficus_sur"
"Ficus_doliaria","Ficus_gomelleira"
"Ficus_glomerata","Ficus_minahassae"
"Ficus_harmandii","Ficus_langkokensis"
"Ficus_indica","Ficus_amplissima"
"Ficus_juruensis","Ficus_trigona"
"Ficus_killipii","Ficus_coerulescens"
"Ficus_kirkii","Ficus_scassellatii"
"Ficus_mallotoides","Ficus_calyptrata"
"Ficus_perez-arbelaezii","Ficus_crocata"
"Ficus_perforata","Ficus_obtusiuscula"
"Ficus_petenensis","Ficus_apollinaris"
"Ficus_roxburghii","Ficus_auriculata"
"Ficus_schimperi","Ficus_thonningii"
"Firmiana_platanifolia","Firmiana_simplex"
"Flotovia_diacanthoides","Dasyphyllum_diacanthoides"
"Forsteronia_peninsularis","Pinochia_peninsularis"
"Forsteronia_viridescens","Forsteronia_acouci"
"Fosterella_elata","Fosterella_rusbyi"
"Franseria_dumosa","Ambrosia_dumosa"
"Fraxinus_oregona","Fraxinus_latifolia"
"Freesia_armstrongii","Freesia_corymbosa"
"Freycinetia_membranifolia","Freycinetia_cumingiana"
"Furcraea_cahum","Furcraea_hexapetala"
"Furcraea_cubensis","Furcraea_hexapetala"
"Gaertnera_petrinensis","Gaertnera_edentata"
"Gagea_wilczekii","Gagea_cossoniana"
"Gagnebina_bernieriana","Gagnebina_bakoliae"
"Gaillonia_crocyllis","Plocama_crocyllis"
"Gaillonia_eriantha","Plocama_eriantha"
"Gaillonia_tinctoria","Plocama_tinctoria"
"Gaillonia_yemenensis","Plocama_yemenensis"
"Galaxia_alata","Moraea_angulata"
"Galaxia_albiflora","Moraea_albiflora"
"Galaxia_parva","Moraea_minima"
"Galbulimima_baccata","Galbulimima_belgraveana"
"Galium_cruciata","Cruciata_laevipes"
