"synonym","species"
"Galium_hispidulum","Galium_bermudense"
"Galium_perpusillum","Asperula_perpusilla"
"Galvezia_speciosa","Gambelia_speciosa"
"Gambeya_lacourtiana","Chrysophyllum_lacourtianum"
"Gambeya_subnuda","Chrysophyllum_subnudum"
"Ganua_beccarii","Madhuca_kuchingensis"
"Garcinia_cornea","Garcinia_cowa"
"Garcinia_edulis","Garcinia_buchneri"
"Garcinia_globulosa","Garcinia_parvifolia"
"Garcinia_paniculata","Garcinia_sopsopia"
"Garcinia_polyantha","Garcinia_smeathmanii"
"Gardenia_erythroclada","Dioecrescis_erythroclada"
"Gardenia_turgida","Ceriscoides_turgida"
"Gardnerodoxa_mirabilis","Neojobertia_mirabilis"
"Gasteria_bicolor","Gasteria_obliqua"
"Gasteria_liliputana","Gasteria_obliqua"
"Gasteria_maculata","Gasteria_obliqua"
"Gastonia_mauritiana","Gastonia_elegans"
"Gastrococos_crispa","Acrocomia_crispa"
"Gaudichaudia_pentandra","Gaudichaudia_cycloptera"
"Gaultheria_rudis","Gaultheria_leschenaultii"
"Gavarretia_terminalis","Conceveiba_terminalis"
"Geijera_muelleri","Geijera_paniculata"
"Geissois_benthamii","Geissois_benthamiana"
"Geissorhiza_longituba","Hesperantha_longituba"
"Gentiana_quinquefolia","Gentianella_aurea"
"Geranium_confertum","Geranium_stramineum"
"Geranium_humile","Geranium_hillebrandii"
"Geum_chiloense","Geum_quellyon"
"Geum_rossii","Acomastylis_rossii"
"Gibbaria_ilicifolia","Nephrotheca_ilicifolia"
"Gilibertia_morbifera","Dendropanax_morbiferus"
"Gillenia_stipulata","Porteranthus_stipulatus"
"Gillenia_trifoliata","Porteranthus_trifoliatus"
"Gironniera_reticulata","Aphananthe_cuspidata"
"Gironniera_yunnanensis","Aphananthe_cuspidata"
"Gitara_venezolana","Acidoton_nicaraguensis"
"Gladiolus_antunesii","Gladiolus_laxiflorus"
"Gladiolus_aphanophyllus","Gladiolus_gracillimus"
"Gladiolus_brachyandrus","Gladiolus_melleri"
"Gladiolus_bussei","Gladiolus_oliganthus"
"Gladiolus_citrinus","Gladiolus_trichonemifolius"
"Gladiolus_decipiens","Gladiolus_puberulus"
"Gladiolus_gazensis","Gladiolus_mosambicensis"
"Gladiolus_kubangensis","Gladiolus_baumii"
"Gladiolus_longanus","Gladiolus_benguellensis"
"Gladiolus_morrumbalaensis","Gladiolus_decoratus"
"Gladiolus_muirii","Gladiolus_involutus"
"Gladiolus_pillansii","Gladiolus_martleyi"
"Gladiolus_pubescifolius","Gladiolus_benguellensis"
"Gladiolus_quilimanensis","Gladiolus_decoratus"
"Gladiolus_robustus","Gladiolus_geardii"
"Gladiolus_segetum","Gladiolus_italicus"
"Gladiolus_staudtii","Gladiolus_mirus"
"Gladiolus_thomsonii","Gladiolus_crassifolius"
"Gladiolus_ukambanensis","Gladiolus_candidus"
"Glaux_maritima","Lysimachia_maritima"
"Glaziova_bauhinioides","Amphilophium_bauhinioides"
"Gleditsia_caspica","Gleditsia_caspia"
"Gleditsia_rolfei","Gleditsia_fera"
"Glochidion_pycnocarpum","Glochidion_candolleanum"
"Glomera_pulchra","Glomera_hamadryas"
"Glossocalyx_brevipes","Glossocalyx_longicuspis"
"Glyphaea_lateriflora","Glyphaea_brevis"
"Gmelina_dalrympleana","Gmelina_macrophylla"
"Gmelina_villosa","Gmelina_elliptica"
"Gnaphalium_affine","Gamochaeta_malvinensis"
"Gnaphalium_laterale","Euchiton_lateralis"
"Gnaphalium_luteoalbum","Helichrysum_luteoalbum"
"Gnaphalium_mackayi","Argyrotegium_mackayi"
"Gnaphalium_multiceps","Helichrysum_luteoalbum"
"Gnaphalium_polylepis","Euchiton_polylepis"
"Gnaphalium_ruahinicum","Euchiton_ruahinicus"
"Gochnatia_fascicularis","Gochnatia_foliolosa"
"Godmania_macrocarpa","Godmania_aesculifolia"
"Gomidesia_affinis","Myrcia_hebepetala"
"Gomidesia_fenzliana","Myrcia_ilheosensis"
"Gomidesia_lindeniana","Myrcia_fenzliana"
"Gomidesia_schaueriana","Myrcia_brasiliensis"
"Gomphostigma_scoparioides","Gomphostigma_virgatum"
"Gonocaryum_maclurei","Gonocaryum_lobbianum"
"Gonypetalum_tessmannii","Tapura_tessmannii"
"Gonystylus_warburgianus","Gonystylus_forbesii"
"Gordonia_fragrans","Gordonia_luzonica"
"Gordonia_hainanensis","Polyspora_hainanensis"
"Gordonia_papuana","Gordonia_amboinensis"
"Greggia_camporum","Nerisyrenia_camporum"
"Grevillea_arida","Grevillea_acuaria"
"Grevillea_brevicuspis","Grevillea_trifida"
"Grevillea_ninghanensis","Grevillea_deflexa"
"Grewia_bicolor","Grewia_rothii"
"Grewia_vestita","Grewia_eriocarpa"
"Grias_fendleri","Grias_cauliflora"
"Gronophyllum_apricum","Hydriastele_aprica"
"Gronophyllum_brassii","Hydriastele_brassii"
"Gronophyllum_chaunostachys","Hydriastele_chaunostachys"
"Gronophyllum_microcarpum","Hydriastele_microcarpa"
"Gronophyllum_microspadix","Hydriastele_nannostachys"
"Grubbia_stricta","Grubbia_tomentosa"
"Guaiacum_angustifolium","Porlieria_angustifolia"
"Guapira_linearibracteata","Guapira_costaricana"
"Guarea_fissicalyx","Guarea_gomma"
"Guarea_grandifolia","Guarea_guidonia"
"Guarea_japurensis","Talisia_japurensis"
"Guarea_macropetala","Guarea_hoffmanniana"
"Guarea_multiflora","Guarea_guidonia"
"Guarea_subviridiflora","Ruagea_subviridiflora"
"Guarea_trichilioides","Guarea_guidonia"
"Guarea_tuisana","Guarea_rhopalocarpa"
"Guatteria_inuncta","Guatteria_amplifolia"
"Guatteria_salicifolia","Guatteria_glabrescens"
"Guatteria_schlechtendaliana","Guatteria_oligocarpa"
"Guatteriopsis_ramiflora","Guatteria_ramiflora"
"Guettarda_eximia","Timonius_eximius"
"Guettarda_parviflora","Guettarda_odorata"
"Gurania_megistantha","Gurania_tubulosa"
"Gurania_spinulosa","Gurania_lobata"
"Guringalia_dimorpha","Chordifex_dimorphus"
"Guzmania_thyrsoidea","Guzmania_condensata"
"Gymnanthes_klotzschiana","Sebastiania_commersoniana"
"Gymnocladus_dioicus","Gymnocladus_dioica"
"Gynandriris_anomala","Moraea_contorta"
"Gynandriris_australis","Moraea_australis"
"Gynandriris_cedarmontana","Moraea_cedarmontana"
"Gynandriris_hesperantha","Moraea_hesperantha"
"Gynandriris_setifolia","Moraea_setifolia"
"Gynandriris_sisyrinchium","Moraea_sisyrinchium"
"Haeckeria_ozothamnoides","Cassinia_ozothamnoides"
"Hakea_drupacea","Hakea_suaveolens"
"Hakea_florulenta","Hakea_salicifolia"
"Halimione_pedunculata","Atriplex_pedunculata"
"Hallea_ledermannii","Fleroya_ledermannii"
"Hallea_stipulosa","Fleroya_stipulosa"
"Halleria_tetragona","Halleria_ligustrifolia"
"Halodule_beaudettei","Halodule_wrightii"
"Halostachys_caspica","Halostachys_belangeriana"
"Hammada_negevensis","Haloxylon_negevensis"
"Hannoa_chlorantha","Quassia_undulata"
"Haplolophium_nunezii","Amphilophium_nunezii"
"Haplolophium_rodriguesii","Amphilophium_rodriguesii"
"Hardwickia_mopane","Copaiba_mopane"
"Harpagophytum_grandidieri","Uncarina_grandidieri"
"Harpullia_confusa","Harpullia_cupanioides"
"Hartogiella_schinoides","Cassine_schinoides"
"Hasseltia_grandiflora","Neosprucea_grandiflora"
"Havetiopsis_flexilis","Clusia_flavida"
"Hayataella_michelloides","Ophiorrhiza_michelloides"
"Hecatostemon_dasygynus","Hecatostemon_completus"
"Hecatostemon_guazumifolius","Hecatostemon_completus"
"Hechtia_lindmanioides","Hechtia_purpusii"
"Hedinia_tibetica","Smelowskia_tibetica"
"Hedycarya_crassifolia","Hedycarya_dorstenioides"
"Hedycaryopsis_madagascariensis","Ephippiandra_madagascariensis"
"Hedycaryopsis_tsaratanensis","Ephippiandra_tsaratanensis"
"Hedyotis_centranthoides","Kadua_centranthoides"
"Hedyotis_corymbosa","Hedyotis_pruinosa"
"Hedyotis_fosbergii","Kadua_munroi"
"Hedyotis_littoralis","Kadua_littoralis"
"Heisteria_longipes","Heisteria_acuminata"
"Heisteria_megalophylla","Heisteria_latifolia"
"Heisteria_nitida","Heisteria_ovata"
"Heisteria_pallida","Heisteria_acuminata"
"Helichrysum_aggregatum","Helichrysum_lanceolatum"
"Helichrysum_bellidioides","Anaphalioides_bellidioides"
"Helichrysum_diosmifolium","Ozothamnus_diosmifolius"
"Helichrysum_tuckeri","Ozothamnus_tuckeri"
"Helicia_praealta","Floydia_praealta"
"Heliconia_champneiana","Heliconia_bourgaeana"
"Heliconia_lennartiana","Heliconia_wagneriana"
"Heliconia_lindsayana","Heliconia_sarapiquensis"
"Heliconia_longa","Heliconia_curtispatha"
"Hemigraphis_neocaledonica","Brunoniella_neocaledonica"
"Hemizonia_clementina","Deinandra_clementina"
"Hemizonia_minthornii","Deinandra_minthornii"
"Hepatica_henryi","Anemone_henryi"
"Hepatica_maxima","Anemone_maxima"
"Herbertia_brasiliensis","Kelissa_brasiliensis"
"Heritiera_utilis","Tarrietia_utilis"
"Hernandia_peltata","Hernandia_nymphaeifolia"
"Hesperantha_bicolor","Hesperantha_longituba"
"Hesperantha_bolusii","Hesperantha_flexuosa"
"Hesperantha_discolor","Hesperantha_acuta"
"Hesperantha_pearsonii","Hesperantha_latifolia"
"Hessea_zeyheri","Hessea_breviflora"
"Heteromeles_arbutifolia","Heteromeles_salicifolia"
"Heterophragma_adenophyllum","Fernandoa_adenophylla"
"Heterophragma_roxburghii","Heterophragma_quadriloculare"
"Heteropterys_aceroides","Heteropterys_intermedia"
"Heteropterys_acutifolia","Heteropterys_orinocensis"
"Heteropterys_multiflora","Heteropterys_leona"
"Heterostemon_vageleri","Brachycylix_vageleri"
"Heterotaxis_crassifolia","Heterotaxis_sessilis"
"Heterothalamus_tenellus","Psila_tenella"
"Heterozostera_tasmanica","Zostera_tasmanica"
"Hexadesmia_crurigera","Scaphyglottis_crurigera"
"Hexaglottis_nana","Moraea_nana"
"Hibiscus_borneensis","Talipariti_borneense"
"Hibiscus_cravenii","Alyogyne_cravenii"
"Hibiscus_drummondii","Cienfuegosia_drummondii"
"Hibiscus_glaber","Talipariti_glabrum"
"Hibiscus_humbertianus","Cienfuegosia_humbertiana"
"Hibiscus_pentaphyllus","Hibiscus_caesius"
"Hieracium_breviscapum","Pilosella_breviscapa"
"Hieracium_caucasicum","Pilosella_caucasica"
"Hieracium_frigidum","Hieracium_sodiroanum"
"Hieracium_saussureoides","Pilosella_saussureoides"
"Hieracium_staticifolium","Tolpis_staticifolia"
"Hieronymiella_marginata","Hieronymiella_argentina"
"Hippeastrum_advenum","Rhodophiala_advena"
"Hippeastrum_bagnoldii","Rhodophiala_bagnoldii"
"Hippeastrum_chilense","Rhodophiala_chilensis"
"Hippocratea_celastroides","Hippocratea_andina"
"Hippophae_rhamnoides","Elaeagnus_rhamnoides"
"Hoffmannia_eliasii","Hoffmannia_subauriculata"
"Hoffmannseggia_patagonica","Hoffmannseggia_erecta"
"Holcoglossum_tsii","Holcoglossum_rupestre"
"Holmskioldia_tettensis","Karomia_tettensis"
"Holostylis_reniformis","Aristolochia_holostylis"
"Homeria_albida","Moraea_miniata"
"Homeria_autumnalis","Moraea_autumnalis"
"Homeria_bifida","Moraea_bifida"
"Homeria_bolusiae","Moraea_louisabolusiae"
"Homeria_brachygyne","Moraea_brachygyne"
"Homeria_britteniae","Moraea_britteniae"
"Homeria_collina","Moraea_collina"
"Homeria_cookii","Moraea_cookii"
"Homeria_elegans","Moraea_elegans"
"Homeria_flaccida","Moraea_flaccida"
"Homeria_flavescens","Moraea_flavescens"
"Homeria_framesii","Moraea_minor"
"Homeria_fuscomontana","Moraea_fuscomontana"
"Homeria_galpinii","Moraea_pyrophila"
"Homeria_lineata","Moraea_miniata"
"Homeria_longistyla","Moraea_longistyla"
"Homeria_lucasii","Moraea_ochroleuca"
"Homeria_maculata","Moraea_insolens"
"Homeria_marlothii","Moraea_marlothii"
"Homeria_miniata","Moraea_miniata"
"Homeria_minor","Moraea_minor"
"Homeria_mossii","Moraea_pallida"
"Homeria_odorata","Moraea_fragrans"
"Homeria_papillosa","Moraea_brachygyne"
"Homeria_patens","Moraea_patens"
"Homeria_pillansii","Moraea_cookii"
"Homeria_pura","Moraea_pallida"
"Homeria_ramosissima","Moraea_knersvlaktensis"
"Homeria_rhopalocarpa","Moraea_minor"
"Homeria_salmonea","Moraea_bifida"
"Homeria_schlechteri","Moraea_schlechteri"
"Homeria_tenuis","Moraea_demissa"
"Homeria_townsendiae","Moraea_pallida"
"Homopholis_proluta","Panicum_prolutum"
"Hopea_mollissima","Hopea_chinensis"
"Hordeum_geniculatum","Crithopsis_delileana"
"Horsfieldia_canarioides","Endocomia_canarioides"
"Horsfieldia_lemanniana","Horsfieldia_irya"
"Horsfieldia_thorelii","Horsfieldia_amygdalina"
"Humiria_procera","Humiriastrum_procerum"
"Humirianthera_ampla","Casimirella_ampla"
"Huntleya_heteroclita","Chaubardia_heteroclita"
"Hymenoclea_monogyra","Ambrosia_monogyra"
"Hypericum_chinense","Cratoxylum_cochinchinense"
"Hyphaene_natalensis","Hyphaene_coriacea"
"Hyphaene_parvula","Hyphaene_coriacea"
"Hyphaene_turbinata","Hyphaene_coriacea"
"Hyphaene_ventricosa","Hyphaene_petersiana"
"Hypocalymma_linifolium","Hypocalymma_tetrapterum"
"Hypoxis_leptocarpa","Hypoxis_curtissii"
"Idiopappus_quitensis","Idiopappus_saloyensis"
"Ilex_caliana","Ilex_daphnogenea"
"Ilex_capensis","Ilex_mitis"
"Ilex_kingiana","Ilex_insignis"
"Ilex_nitida","Ilex_dioica"
"Ilex_oldhamii","Ilex_chinensis"
"Ilex_parviflora","Ilex_petiolaris"
"Ilex_purpurea","Ilex_chinensis"
"Ilex_repanda","Ilex_dioica"
"Ilex_valerii","Ilex_costaricensis"
"Inga_brenesii","Inga_sierrae"
"Inga_dumosa","Inga_leiocalycina"
"Inga_inundata","Zygia_inundata"
"Inocarpus_fagiferus","Inocarpus_fagifer"
"Inula_ammophila","Inula_salsoloides"
"Ionopsidium_acaule","Cochlearia_acaulis"
"Ipheion_dialystemon","Nothoscordum_dialystemon"
"Ipomoea_coccinea","Ipomoea_rubriflora"
"Iriartea_exorrhiza","Socratea_exorrhiza"
"Iriartea_ventricosa","Iriartea_deltoidea"
"Iris_albispiritus","Iris_savannarum"
"Iris_biggeri","Iris_haynei"
"Iris_gilgitensis","Iris_hookeriana"
"Iris_jordana","Iris_atrofusca"
"Iris_kimballiae","Iris_savannarum"
"Iris_miraculosa","Iris_giganticaerulea"
"Iris_polysticta","Iris_farreri"
"Iris_sichuanensis","Iris_leptophylla"
"Iris_wherryana","Iris_giganticaerulea"
"Iryanthera_ulei","Iryanthera_hostmannii"
"Isanthus_brachiatus","Trichostema_brachiatum"
"Ischaemum_indicum","Polytrias_indica"
"Isochilus_amparoanus","Isochilus_chiriquensis"
"Isolepis_nodosa","Ficinia_nodosa"
"Isolepis_trollii","Ficinia_trollii"
"Isopyrum_biternatum","Enemion_biternatum"
"Iteiluma_baillonii","Planchonella_baillonii"
"Iti_lacustris","Cardamine_lacustris"
"Iva_acerosa","Oxytenia_acerosa"
"Ixia_crispa","Tritonia_undulata"
"Ixia_framesii","Ixia_tenuifolia"
"Ixiolaena_brevicompta","Leiocarpa_brevicompta"
"Ixiolaena_leptolepis","Leiocarpa_leptolepis"
"Ixiolaena_tomentosa","Leiocarpa_tomentosa"
"Ixora_ulei","Ixora_sparsifolia"
"Jacaranda_filicifolia","Jacaranda_mimosifolia"
"Jacaranda_morii","Jacaranda_ulei"
"Jacaratia_hassleriana","Jacaratia_corumbensis"
"Jacquinia_caracasana","Bonellia_frutescens"
"Jacquinia_umbellata","Bonellia_umbellata"
"Jarandersonia_clemensiae","Brownlowia_clemensiae"
"Jardinea_gabonensis","Phacelurus_gabonensis"
"Jaubertia_aucheri","Plocama_aucheri"
"Jaundea_monticola","Rourea_thomsonii"
"Jodrellia_macrocarpa","Jodrellia_migiurtina"
"Juglans_cathayensis","Juglans_mandshurica"
"Juglans_indochinensis","Carya_sinensis"
"Julbernardia_bifoliolata","Tetraberlinia_bifoliolata"
"Junellia_minutifolia","Junellia_tridactylites"
"Juniperus_utahensis","Juniperus_osteosperma"
"Kadsura_interior","Kadsura_heteroclita"
"Kadsura_polysperma","Kadsura_heteroclita"
"Kailarsenia_ochreata","Larsenaikia_ochreata"
"Karwinskia_humboldtiana","Rhamnus_humboldtiana"
"Karwinskia_parvifolia","Rhamnus_humboldtiana"
"Kayea_assamica","Mesua_assamica"
"Kengia_songorica","Cleistogenes_songorica"
"Kermadecia_ferruginea","Bleasdalea_ferruginea"
"Kibara_rigidifolia","Wilkiea_rigidifolia"
"Kinugasa_japonica","Paris_japonica"
"Kmeria_duperreana","Magnolia_duperreana"
"Kmeria_septentrionalis","Magnolia_kwangsiensis"
"Knema_glomerata","Myristica_glomerata"
"Kochia_prostrata","Bassia_prostrata"
"Koeleria_cristata","Koeleria_micrathera"
"Koelreuteria_minor","Boniodendron_minus"
"Koordersiochloa_javanica","Streblochaete_longiarista"
"Kopsia_officinalis","Kopsia_arborea"
"Korthalsella_clavata","Dendrophthora_clavata"
"Krapfia_clypeata","Ranunculus_clypeatus"
"Lachnaea_laxa","Cryptadenia_laxa"
"Lachnagrostis_adamsonii","Agrostis_adamsonii"
"Lachnagrostis_meionectes","Agrostis_meionectes"
"Lacistema_pedicellatum","Lozania_pittieri"
"Lacistema_serrulatum","Lacistema_hasslerianum"
"Lactuca_diversifolia","Paraprenanthes_sororia"
"Lactucosonchus_webbii","Sonchus_webbii"
"Laelia_purpurata","Cattleya_purpurata"
"Laeliopsis_domingensis","Broughtonia_domingensis"
"Laetia_apetala","Laetia_americana"
"Lagarostrobos_colensoi","Manoao_colensoi"
"Lagynias_pallidiflora","Vangueria_pallidiflora"
"Lanium_avicula","Epidendrum_avicula"
"Lannea_grandis","Lannea_coromandelica"
"Lansium_dubium","Reinwardtiodendron_humile"
"Lapeirousia_edulis","Lapeirousia_schimperi"
"Lapeirousia_stenoloba","Lapeirousia_odoratissima"
"Laplacea_alpestris","Gordonia_alpestris"
"Laplacea_fruticosa","Gordonia_fruticosa"
"Laplacea_haematoxylon","Gordonia_haematoxylon"
"Laplacea_semiserrata","Gordonia_fruticosa"
"Lasia_roxburghii","Lasia_spinosa"
"Lasiocroton_trelawniensis","Bernardia_trelawniensis"
"Laurelia_philippiana","Laureliopsis_philippiana"
"Laurus_javitensis","Ocotea_javitensis"
"Lavatera_cretica","Malva_linnaei"
"Lecythis_davisii","Lecythis_zabucajo"
"Lecythis_grandiflora","Eschweilera_grandiflora"
"Ledum_groenlandicum","Rhododendron_groenlandicum"
"Leichardtia_australis","Marsdenia_australis"
"Lemna_paucicostata","Lemna_aequinoctialis"
"Leontodon_pyrenaicus","Scorzoneroides_pyrenaica"
"Lepanthes_peperomioides","Lepanthes_pilosella"
"Leptocarpus_chilensis","Apodasmia_chilensis"
"Leptolaena_bojeriana","Xerochlamys_bojeriana"
"Leptopus_diplospermus","Chorisandrachne_diplosperma"
"Leptopus_esquirolii","Leptopus_clarkei"
"Leptopus_phyllanthoides","Phyllanthopsis_phyllanthoides"
"Leptorhynchos_medius","Leptorhynchos_scaber"
"Leptorhynchos_scabrus","Leptorhynchos_scaber"
"Leptospermum_amboinense","Leptospermum_javanicum"
"Leptospermum_attenuatum","Leptospermum_trinervium"
"Leptospermum_fabricia","Neofabricia_myrtifolia"
"Leptospermum_longifolium","Leptospermum_parviflorum"
"Lesliea_mirabilis","Phalaenopsis_mirabilis"
"Leucadendron_aurantiacum","Leucadendron_album"
"Leucadendron_plumosum","Leucadendron_rubrum"
"Leucadendron_pseudospathulatum","Leucadendron_loranthifolium"
"Leucadendron_tortum","Leucadendron_linifolium"
"Leucadendron_venosum","Leucadendron_daphnoides"
"Leucocalantha_aromatica","Pachyptera_aromatica"
"Leucospermum_attenuatum","Leucospermum_cuneiforme"
"Leucospermum_nutans","Leucospermum_cordifolium"
"Leucothoe_intermedia","Agarista_hispidula"
"Lewisia_triphylla","Erocallis_triphylla"
"Liabum_caducifolium","Sinclairia_caducifolia"
"Liabum_discolor","Sinclairia_discolor"
"Liabum_glabrum","Sinclairia_glabra"
"Libertia_elegans","Libertia_chilensis"
"Libocedrus_decurrens","Calocedrus_decurrens"
"Licania_elaeosperma","Afrolicania_elaeosperma"
"Licania_elata","Licania_brittoniana"
"Licania_paniculata","Licania_elliptica"
"Licania_venosa","Licania_alba"
"Licaria_alata","Licaria_excelsa"
"Licaria_aritu","Misanteca_aritu"
"Licaria_cayennensis","Licaria_canella"
"Licaria_parvifolia","Misanteca_parvifolia"
"Licaria_rigida","Licaria_chrysophylla"
"Licaria_salicifolia","Misanteca_salicifolia"
"Ligustrum_acutissimum","Ligustrum_leucanthum"
"Lilium_cathayanum","Cardiocrinum_cathayanum"
"Lilium_dauricum","Lilium_pensylvanicum"
"Lilium_oxypetalum","Nomocharis_oxypetala"
"Lindera_fruticosa","Lindera_neesiana"
"Lindera_subumbelliflora","Litsea_subumbelliflora"
"Lindsayomyrtus_brachyandrus","Lindsayomyrtus_racemoides"
"Lingelsheimia_longipedicellata","Plagiocladus_diandrus"
"Linociera_caribaea","Chionanthus_compactus"
"Linociera_domingensis","Chionanthus_ligustrinus"
"Linociera_insignis","Chionanthus_macrocarpus"
"Linospadix_longicruris","Linospadix_albertisianus"
"Liparis_disticha","Stichorkis_disticha"
"Listera_ovata","Neottia_ovata"
"Listera_smallii","Neottia_smallii"
"Lithocarpus_buddii","Lithocarpus_robinsonii"
"Lithocarpus_fissus","Castanopsis_fissa"
"Lithocarpus_omalokos","Lithocarpus_lucidus"
"Lithocarpus_perclusus","Lithocarpus_imperialis"
"Lithocarpus_podocarpus","Lithocarpus_longipedicellatus"
"Lithocarpus_schlechteri","Lithocarpus_imperialis"
"Lithocarpus_wangianus","Lithocarpus_hypoglaucus"
"Lithodora_diffusa","Glandora_diffusa"
"Litsea_angulata","Tetranthera_angulata"
"Litsea_glomerata","Actinodaphne_glomerata"
"Litsea_polyantha","Litsea_monopetala"
"Loasa_chilensis","Huidobria_chilensis"
"Loasa_speciosa","Nasa_speciosa"
"Lobopogon_ericoides","Brachyloma_ericoides"
"Lomatophyllum_macrum","Aloe_macra"
"Lomatophyllum_occidentale","Aloe_occidentalis"
"Lomatophyllum_purpureum","Aloe_purpurea"
"Lonchocarpus_cyanescens","Philenoptera_cyanescens"
"Lonchocarpus_hedyosmus","Derris_hedyosma"
"Lonchocarpus_hylobius","Derris_hylobia"
"Lophomyrtus_aotearoana","Lophomyrtus_bullata"
"Lopimia_dasypetala","Pavonia_dasypetala"
"Loranthus_acaciae","Plicosepalus_acaciae"
"Loranthus_pentapetalus","Helixanthera_parasitica"
"Lotus_dendroideus","Syrmatium_veatchii"
"Lotus_micranthus","Acmispon_parviflorus"
"Lotus_scoparius","Syrmatium_glabrum"
"Luerella_pelecaniceps","Phloeophila_pelecaniceps"
"Lychnis_alpina","Silene_suecica"
"Lychnis_flos-jovis","Silene_flos-jovis"
"Lydenburgia_abbottii","Catha_abbottii"
"Lyperanthus_nigricans","Pyrorchis_nigricans"
"Lysiloma_tergeminum","Lysiloma_tergemina"
"Lysimachia_confertifolia","Lysimachia_petelotii"
"Maba_angustifolia","Diospyros_vera"
"Maba_tropophylla","Diospyros_tropophylla"
"Macaranga_maingayi","Macaranga_pruinosa"
"Macaranga_populifolia","Macaranga_conifera"
"Macaranga_pseudopruinosa","Macaranga_hosei"
"Macaranga_semiglobosa","Macaranga_pachyphylla"
"Machaerium_riparium","Machaerium_salvadorense"
"Machilus_macrantha","Persea_macrantha"
"Machilus_pingii","Machilus_nanmu"
"Maclura_regia","Milicia_regia"
"Macrocnemum_glabrescens","Macrocnemum_roseum"
"Macroptilium_longipedunculatum","Macroptilium_gracile"
"Macrosiphonia_longiflora","Mandevilla_longiflora"
"Macrosiphonia_martii","Mandevilla_martii"
"Macrosiphonia_velame","Mandevilla_velame"
"Macrozamia_machinii","Macrozamia_plurinervia"
"Macrozamia_macleayi","Macrozamia_miquelii"
"Madhuca_glaberrima","Madhuca_kingiana"
"Madhuca_rupicola","Madhuca_laurifolia"
"Madhuca_subquincuncialis","Madhuca_pasquieri"
"Magallana_porifolia","Tropaeolum_porifolium"
"Magnolia_glauca","Magnolia_elegans"
"Magnolia_phanerophlebia","Magnolia_fistulosa"
"Mahonia_lomariifolia","Mahonia_oiwakensis"
"Maidenia_rubra","Vallisneria_rubra"
"Malaisia_scandens","Alchornea_scandens"
"Malaxis_bancanoides","Crepidium_bancanoides"
"Malaxis_brevidentata","Crepidium_brevidentatum"
"Malaxis_corymbosa","Malaxis_brachystachys"
"Malaxis_latisepala","Crepidium_latisepalum"
"Malaxis_metallica","Crepidium_metallicum"
"Malaxis_oculata","Crepidium_oculatum"
"Malaxis_ophrydis","Dienia_ophrydis"
"Malaxis_perakensis","Crepidium_perakense"
"Malaxis_punctata","Crepidium_punctatum"
"Malaxis_resupinata","Crepidium_resupinatum"
"Malaxis_soulei","Malaxis_macrostachya"
"Malaxis_taurina","Crepidium_taurinum"
"Malaxis_tetraloba","Crepidium_tetralobum"
"Mallotus_beccarii","Mallotus_brachythyrsus"
"Mallotus_echinatus","Hancea_penangensis"
"Mallotus_penangensis","Hancea_penangensis"
"Mallotus_stipularis","Hancea_stipularis"
"Mallotus_subpeltatus","Hancea_subpeltata"
"Malmea_diclina","Pseudomalmea_diclina"
"Malouetia_cestroides","Malouetia_arborea"
"Malvastrum_rotundifolium","Eremalche_rotundifolia"
"Mandevilla_syrinx","Mandevilla_holosericea"
"Manglietia_aromatica","Magnolia_aromatica"
"Manglietia_dandyi","Magnolia_dandyi"
"Manglietia_decidua","Magnolia_decidua"
"Manglietia_dolichogyna","Magnolia_utilis"
"Manglietia_duclouxii","Magnolia_duclouxii"
"Manglietia_garrettii","Magnolia_garrettii"
"Manglietia_grandis","Magnolia_grandis"
"Manglietia_hebecarpa","Magnolia_ventii"
"Manglietia_lucida","Magnolia_lucida"
"Manglietia_megaphylla","Magnolia_dandyi"
"Manglietia_moto","Magnolia_kwangtungensis"
"Manglietia_sinica","Magnolia_sinica"
"Manglietia_szechuanica","Magnolia_figlarii"
"Manilkara_albescens","Manilkara_valenzuelana"
"Manilkara_bella","Manilkara_subsericea"
"Manilkara_cuneifolia","Manilkara_obovata"
"Manilkara_floribunda","Manilkara_subsericea"
"Manilkara_lacera","Manilkara_obovata"
"Manilkara_meridionalis","Manilkara_zapota"
"Manilkara_multinervis","Manilkara_obovata"
"Manniophyton_africanum","Manniophyton_fulvum"
"Mapouria_umbrosa","Psychotria_borjensis"
"Mappia_foetida","Nothapodytes_foetida"
"Mappia_gardneriana","Nothapodytes_foetida"
"Marah_macrocarpus","Megarrhiza_macrocarpa"
"Maranta_bicolor","Maranta_cristata"
"Markhamia_acuminata","Markhamia_zanzibarica"
"Markhamia_platycalyx","Markhamia_lutea"
"Markhamia_sessilis","Markhamia_tomentosa"
"Marlieriopsis_eggersii","Blepharocalyx_eggersii"
"Marsdenia_flavescens","Pergularia_flavescens"
"Marsdenia_rostrata","Pergularia_rostrata"
"Martynia_lutea","Ibicella_lutea"
"Mascagnia_nervosa","Mascagnia_pringlei"
"Mascagnia_polybotrya","Mascagnia_pringlei"
"Massonia_longipes","Massonia_echinata"
"Matelea_quirosii","Polystemma_guatemalense"
"Matisia_hirta","Quararibea_hirta"
"Matisia_malacocalyx","Quararibea_malacocalyx"
"Matisia_rhombifolia","Matisia_bicolor"
"Matricaria_caucasica","Matricaria_breviradiata"
