"Country","Long","Lat"
"Belgium",4.6600550260066,50.6431816036227
"Bhutan",90.4287208576096,27.4157438929157
"Taiwan",120.961722145735,23.7498896362357
"Armenia",44.9465831098108,40.2897450170608
"Albania",20.0647644359981,41.1416795838789
"Lesotho",28.2433728505901,-29.5784276738257
"F.Y.R.O.M",21.7020256227683,41.6059695650543
"Guinea-Bissau",-14.9255341611934,12.0557967115908
"Haiti",-72.6703772832843,18.9320484154241
"Slovenia",14.8129479064776,46.1356331175248
"Equatorial Guinea",10.4765842170873,1.56987007151822
"Solomon Islands",160.167735328349,-9.62522546221877
"Burundi",29.9247040793066,-3.31122462013561
"Rwanda",29.9199684952328,-1.99717239569638
"Israel",34.9671183336119,31.3637510076692
"Belize",-88.6983219470496,17.2013110592489
"Djibouti",42.5778131423629,11.7486266352551
"El Salvador",-88.8651456212667,13.7353652889518
"New Caledonia",165.485543878433,-21.3286378950733
"Kuwait",47.5649676235299,29.3222002471022
"Fiji",177.97189334578,-17.8269522493241
"Swaziland",31.4983685939258,-26.562121237263
"Montenegro",19.2609274539853,42.7916863474257
"Falkland Islands (Islas Malvinas)",-58.7524086768249,-51.7372283646458
"United States",-155.507009586316,19.6091461649879
"East Timor",125.944171592808,-8.80243412040805
"Bahamas",-78.0389673626497,24.7003259242496
"Vanuatu",166.851743754033,-15.2333607729415
"Lebanon",35.8912536909333,33.924178048057
"Qatar",51.1882936854982,25.3134993266601
"Jamaica",-77.3173516439012,18.1512109967399
"Cyprus",33.2239657991269,35.0450043985185
"Gambia",-15.3923238720606,13.4532848627445
"French Southern & Antarctic Lands",69.5010904048895,-49.314881091789
"Puerto Rico",-66.4799574046762,18.2247302120052
"Spain",-16.5438982575488,28.2822672135818
"West Bank",35.2564807025315,31.94793571703
"South Georgia and the South Sandwich Is",-36.6837269415322,-54.3700648198125
"Brunei",114.634242105493,4.50075351610807
"Trinidad and Tobago",-61.2929063651134,10.4176875184884
"Luxembourg",6.08894954298697,49.7748036383557
"Cape Verde",-23.6367169805977,15.0784918800772
"Western Samoa",-172.435933113238,-13.6327305656444
"Reunion",55.5400748892996,-21.1208230426717
"Faroe Islands",-6.9868756056433,62.1333222061775
"French Polynesia",-149.419158300373,-17.6660405464709
"Mauritius",57.5678645397944,-20.2869491519279
"Guadeloupe",-61.5633502620571,16.2329582167314
"Comoros",43.3395040722966,-11.6603052000493
"Jan Mayen",-8.41156331249408,71.0187112948628
"Martinique",-61.01798974703,14.653782690946
"Hong Kong",114.14863326295,22.4211428103081
"Sao Tome and Principe",6.60718151086995,0.232968898010316
"Man, Isle of",-4.53398846396837,54.2247271583899
"Portugal",-16.990830069309,32.747619496789
"Dominica",-61.3563853944612,15.4327650932313
"Netherlands Antilles",-68.9716269314724,12.1919940723077
"Kiribati",-157.371252498311,1.84687063281881
"Bahrain",50.5430324190438,26.0461632271936
"Heard Island & McDonald Islands",73.5032548575922,-53.0914711993612
"St. Lucia",-60.9687787052969,13.898115169381
"Andorra",1.578361490895,42.5477154143497
"Federated States of Micronesia",158.230532849446,6.87947280974333
"Guam",144.77111626728,13.4395957266146
"Singapore",103.811290647629,1.35495764703973
"Antigua and Barbuda",-61.7883636331608,17.0717180826505
"Barbados",-59.5606313976569,13.1785065578233
"Gaza Strip",34.3738889137837,31.4039294575865
"Tonga",-175.203212450518,-21.1735532002167
"South Africa",37.7319617347891,-46.8998258248078
"Mayotte",45.1372435962398,-12.8211745915917
"Northern Mariana Islands",145.737671262657,15.1775795594685
"Virgin Islands",-64.7622061536523,17.7356029784215
"Pacific Islands (Palau)",134.577144445397,7.5100079512514
"St. Vincent and the Grenadines",-61.1929883048735,13.2541172120679
"Seychelles",55.4656169236634,-4.67805722108448
"St. Helena",-5.712561369538,-15.9580301536006
"Grenada",-61.6778686335262,12.1155198745037
"Malta",14.4428322526983,35.8868846958735
"St. Pierre and Miquelon",-56.3223844939896,46.9488333941153
"Turks and Caicos Islands",-71.7444117997161,21.8052763561205
"Liechtenstein",9.55129911724201,47.1467067240976
"Niue",-169.867298873172,-19.0516612472687
"Cayman Islands",-81.2585109668587,19.3193853752918
"Chile",-109.350809095299,-27.1255431666771
"Jersey",-2.12584684239488,49.2174498624527
"Aruba",-69.9730948796411,12.5123805214158
"St. Kitts and Nevis",-62.7574711434837,17.3272351928486
"American Samoa",-170.711788187144,-14.3069712666017
"Christmas Island",105.642604670931,-10.4882483851537
"Montserrat",-62.1877958692644,16.733556961282
"Bouvet Island",3.41206221005862,-54.4219883372726
"Guernsey",-2.57746922258513,49.4585462601409
"San Marino",12.4605214231434,43.9422234945234
"Anguilla",-63.054505034306,18.2237349797366
"Wallis and Futuna",-176.15987824357,-13.2834267304204
"Cook Islands",-159.78669728714,-21.2218639994998
"British Virgin Islands",-64.6248514567421,18.4225200415381
"Pitcairn Islands",-128.315074135028,-24.3660814948575
"Norfolk Island",167.953285539852,-29.0363454711087
"Bermuda",-64.7521615856229,32.3096891420536
"Maldives",73.0999620975764,-0.607415953294221
"British Indian Ocean Territory",72.4340014830603,-7.33103074102169
"Nauru",166.929698809242,-0.52193985952529
"Macau",113.54518191952,22.1996336530765
"Gibraltar",-5.34444234056031,36.1378627006219
"Monaco",7.41204287616195,43.7506682056594
"Jarvis Island",-160.027826245346,-0.385963576309357
"Tuvalu",177.291713544184,-6.10308684500978
"Tokelau",-171.853029117194,-9.19340988562385
"Glorioso Islands",47.2905070616343,-11.5644902635979
"Juan De Nova Island",42.742822162515,-17.0633959252972
"Cocos (Keeling) Islands",96.834255280467,-12.1716693119061
"Wake Island",166.640576368421,19.2981573179674
"Midway Islands",-177.377584863302,28.2061218354744
"Baker Island",-176.460380205369,0.221085416079687
"Johnston Atoll",-169.533789099322,16.7286124739051
"Howland Island",-176.638286251313,0.801442721988482
"Spratly Islands",115.827249532618,10.7234715430649
"Paracel Islands",112.741243675527,16.6612847193257
